"id","league_id","home_goals","away_goals","winner","home_gk","home_def","home_mid","home_atk","home_def_count","home_mid_count","home_atk_count","away_gk","away_def","away_mid","away_atk","away_def_count","away_mid_count","away_atk_count"
5204,4769,3,0,"home","very good","very good","very good","good",4,3,3,"very bad","bad","bad","very bad",4,4,2
5319,4769,1,2,"away","very good","very good","good","very good",4,4,2,"bad","good","very bad","bad",4,4,2
5329,4769,2,1,"home","very bad","bad","bad","very bad",4,5,1,"very good","very good","very good","good",4,5,1
5330,4769,1,2,"away","very good","very good","very good","good",4,3,3,"bad","good","bad","very bad",4,4,2
5331,4769,1,0,"home","good","bad","bad","bad",4,4,2,"bad","very bad","very bad","bad",4,3,3
5332,4769,2,0,"home","very good","very good","very good","very good",4,3,3,"good","bad","good","bad",4,4,2
5333,4769,1,0,"home","good","good","good","bad",4,3,3,"very bad","very bad","very bad","very bad",4,5,1
5334,4769,3,1,"home","bad","bad","good","bad",4,3,3,"very good","very good","good","good",4,3,3
5335,4769,0,2,"away","bad","bad","bad","bad",4,3,3,"good","very bad","bad","bad",4,4,2
5336,4769,0,3,"away","bad","good","good","very good",4,4,2,"very good","very good","very good","very good",4,3,3
5337,4769,1,0,"home","good","very good","good","very good",4,5,1,"good","bad","bad","very bad",4,5,1
5338,4769,1,0,"home","good","good","good","bad",4,3,3,"good","good","good","good",4,4,2
5339,4769,1,0,"home","bad","good","bad","bad",4,4,2,"good","good","very bad","bad",4,3,3
5340,4769,1,1,"draw","very good","very good","very good","very good",4,5,1,"bad","bad","good","bad",4,3,3
5341,4769,0,0,"draw","very bad","very bad","bad","very bad",4,3,3,"very good","very good","very good","very good",4,5,1
5342,4769,1,1,"draw","good","bad","bad","very bad",4,5,1,"very bad","bad","bad","bad",4,4,2
5343,4769,1,1,"draw","good","bad","bad","bad",4,5,1,"bad","good","very good","very good",4,4,2
5344,4769,1,1,"draw","very good","very good","very good","very good",4,3,3,"good","bad","bad","bad",4,4,2
5345,4769,2,3,"away","good","good","good","bad",4,5,1,"bad","bad","bad","bad",4,5,1
5346,4769,1,0,"home","very good","good","good","good",4,3,3,"good","good","good","good",4,5,1
5347,4769,1,1,"draw","good","good","good","bad",4,4,2,"very good","good","good","good",4,3,3
5348,4769,1,0,"home","bad","bad","very bad","bad",4,5,1,"good","good","good","very bad",4,5,1
5349,4769,0,1,"away","very bad","bad","bad","bad",4,4,2,"good","bad","bad","good",4,3,3
5350,4769,1,0,"home","very good","very good","very good","bad",4,3,3,"good","bad","bad","bad",4,4,2
5351,4769,1,0,"home","good","bad","bad","bad",4,4,2,"good","bad","bad","bad",4,5,1
5352,4769,1,1,"draw","very good","very good","very good","very good",4,5,1,"good","good","good","bad",4,4,2
5353,4769,0,0,"draw","good","bad","good","very bad",4,5,1,"very good","very good","good","good",4,5,1
5354,4769,1,1,"draw","bad","bad","good","bad",4,3,3,"bad","good","bad","bad",4,4,2
5355,4769,1,3,"away","bad","bad","bad","very bad",4,3,3,"very bad","bad","very bad","very bad",4,3,3
5356,4769,4,1,"home","bad","good","very good","very good",4,4,2,"very bad","bad","bad","bad",4,4,2
5357,4769,1,1,"draw","good","good","good","very good",4,5,1,"very good","very good","very good","very good",4,3,3
5358,4769,0,2,"away","good","good","good","bad",4,3,3,"very good","very good","good","good",4,3,3
5359,4769,2,1,"home","bad","bad","bad","bad",4,4,2,"very bad","bad","bad","bad",4,4,2
5360,4769,3,1,"home","very good","very good","very good","very good",4,5,1,"very good","very good","very good","bad",4,3,3
5361,4769,2,0,"home","very bad","bad","very bad","very bad",4,4,2,"good","bad","bad","bad",4,4,2
5362,4769,0,0,"draw","good","bad","bad","very bad",4,4,2,"good","good","good","good",4,5,1
5363,4769,0,0,"draw","good","bad","very bad","bad",4,5,1,"very bad","bad","bad","very bad",4,5,1
5364,4769,2,1,"home","very good","very good","very good","very good",4,3,3,"very good","very good","very good","very good",4,3,3
5365,4769,2,1,"home","bad","bad","good","bad",4,3,3,"good","bad","bad","good",4,5,1
5366,4769,1,0,"home","good","bad","good","good",4,3,3,"bad","good","bad","bad",4,4,2
5367,4769,4,1,"home","very good","very good","good","good",4,4,2,"good","good","good","very good",4,5,1
5368,4769,0,0,"draw","good","good","very good","very bad",4,4,2,"bad","bad","bad","bad",4,5,1
5379,4769,1,3,"away","very bad","bad","bad","bad",4,4,2,"very good","very good","good","good",4,5,1
5380,4769,4,1,"home","very good","very good","good","good",4,3,3,"bad","very bad","good","very bad",4,3,3
5381,4769,4,0,"home","good","bad","bad","bad",4,4,2,"good","good","very good","very bad",4,4,2
5382,4769,2,0,"home","very good","very good","very good","very good",4,3,3,"very bad","bad","bad","good",4,5,1
5383,4769,0,0,"draw","good","good","good","good",4,5,1,"bad","good","very bad","good",4,5,1
5384,4769,5,1,"home","bad","bad","good","bad",4,3,3,"good","bad","bad","bad",4,5,1
5385,4769,3,0,"home","bad","good","very good","good",4,4,2,"very bad","bad","very bad","very bad",4,3,3
5386,4769,0,1,"away","very bad","bad","very bad","very bad",4,5,1,"very good","very good","very good","very good",4,3,3
5387,4769,0,2,"away","very bad","good","good","very good",4,5,1,"good","good","bad","good",4,5,1
5388,4769,2,0,"home","good","bad","very bad","bad",4,5,1,"good","very good","very good","very good",4,4,2
5389,4769,1,1,"draw","bad","good","bad","good",4,5,1,"bad","good","good","very good",4,4,2
5390,4769,1,2,"away","very good","very good","very good","good",4,3,3,"bad","bad","bad","good",4,5,1
5391,4769,1,1,"draw","very bad","very bad","very bad","very bad",4,3,3,"very bad","good","good","very good",4,5,1
5392,4769,1,2,"away","very bad","very bad","bad","good",4,4,2,"good","bad","bad","bad",4,4,2
5393,4769,1,0,"home","very good","very good","very good","very good",4,3,3,"good","bad","very bad","bad",4,5,1
5394,4769,0,0,"draw","bad","bad","good","very bad",4,5,1,"good","good","bad","good",4,5,1
5395,4769,0,0,"draw","good","bad","good","good",4,5,1,"very bad","bad","very bad","bad",4,5,1
5396,4769,1,2,"away","very good","very good","good","good",4,3,3,"very good","good","very good","good",4,3,3
5397,4769,2,0,"home","good","good","good","bad",4,4,2,"very bad","bad","bad","bad",4,4,2
5398,4769,1,0,"home","good","bad","very bad","bad",4,5,1,"very good","very good","good","good",4,3,3
5399,4769,2,2,"draw","very bad","bad","bad","bad",4,4,2,"bad","bad","bad","bad",4,3,3
5400,4769,3,0,"home","good","bad","very bad","bad",4,5,1,"very bad","very bad","very bad","very bad",4,4,2
5401,4769,1,1,"draw","good","bad","bad","bad",4,4,2,"very good","very good","good","good",4,3,3
5402,4769,1,1,"draw","very good","very good","very good","very good",4,3,3,"very good","very good","very good","good",4,3,3
5403,4769,4,1,"home","very good","very good","very good","good",4,3,3,"good","good","good","bad",4,3,3
5404,4769,2,1,"home","good","bad","good","good",4,5,1,"good","bad","bad","bad",4,5,1
5405,4769,0,1,"away","bad","bad","bad","good",4,5,1,"bad","good","bad","bad",4,4,2
5406,4769,0,2,"away","very bad","bad","very bad","bad",4,5,1,"good","good","good","good",4,4,2
5407,4769,4,0,"home","good","good","good","very good",4,5,1,"good","bad","bad","good",4,5,1
5408,4769,3,1,"home","bad","good","good","very good",4,4,2,"good","very good","very good","very good",4,5,1
5409,4769,4,1,"home","bad","good","bad","good",4,5,1,"good","bad","bad","good",4,4,2
5410,4769,2,2,"draw","good","very good","good","very good",4,5,1,"very good","very good","very good","very good",4,3,3
5411,4769,1,2,"away","very bad","very bad","very bad","bad",4,4,2,"very good","very good","very good","very good",4,5,1
5412,4769,2,2,"draw","good","very bad","bad","good",4,5,1,"very bad","bad","very bad","bad",4,5,1
5413,4769,4,0,"home","very good","good","good","good",4,3,3,"good","good","good","good",4,4,2
5414,4769,1,1,"draw","bad","bad","bad","very bad",4,3,3,"very bad","good","good","very good",4,5,1
5415,4769,0,0,"draw","good","bad","bad","good",4,5,1,"very bad","very bad","bad","very bad",4,5,1
5416,4769,0,0,"draw","very good","very good","good","good",4,5,1,"bad","bad","bad","bad",4,3,3
5417,4769,0,0,"draw","good","good","good","bad",4,3,3,"bad","good","bad","bad",4,4,2
5418,4769,0,1,"away","good","good","bad","bad",4,3,3,"very bad","bad","bad","bad",4,4,2
5419,4769,1,2,"away","very bad","bad","bad","bad",4,4,2,"very good","good","good","good",4,3,3
5420,4769,1,1,"draw","very bad","bad","bad","very bad",4,5,1,"good","bad","bad","bad",4,5,1
5421,4769,1,0,"home","very bad","bad","bad","bad",4,4,2,"good","very good","very good","very good",4,5,1
5422,4769,3,0,"home","very good","very good","very good","very good",4,3,3,"good","bad","good","good",4,4,2
5423,4769,1,0,"home","very good","very good","very good","very good",4,3,3,"good","bad","good","bad",4,4,2
5424,4769,0,0,"draw","bad","bad","very bad","bad",4,3,3,"bad","bad","very bad","very bad",4,3,3
5425,4769,2,1,"home","good","bad","bad","bad",4,3,3,"good","bad","bad","good",4,5,1
5426,4769,1,1,"draw","bad","good","good","very good",4,4,2,"very good","very good","good","good",4,5,1
5427,4769,0,3,"away","bad","bad","very bad","bad",4,5,1,"very bad","very bad","very bad","good",4,5,1
5428,4769,0,3,"away","very bad","good","good","very good",4,5,1,"bad","good","bad","bad",4,4,2
5429,4769,0,0,"draw","bad","good","bad","bad",4,4,2,"very good","very good","very good","very good",4,3,3
5430,4769,1,0,"home","good","very good","good","very good",4,5,1,"good","good","good","very good",4,5,1
5431,4769,3,3,"draw","very bad","very bad","very bad","very bad",4,5,1,"good","good","bad","bad",4,3,3
5432,4769,4,0,"home","good","bad","bad","good",4,5,1,"very good","good","very bad","very bad",4,5,1
5433,4769,3,1,"home","very good","very good","good","good",4,3,3,"bad","bad","bad","bad",4,4,2
5434,4769,1,1,"draw","good","good","good","good",4,4,2,"very bad","bad","bad","bad",4,4,2
5435,4769,0,1,"away","bad","bad","bad","bad",4,3,3,"very good","good","very good","very good",4,3,3
5436,4769,1,2,"away","very good","very good","good","good",4,3,3,"bad","very bad","bad","bad",4,5,1
5437,4769,1,4,"away","good","good","good","bad",4,4,2,"very bad","bad","very bad","bad",4,5,1
5438,4769,0,0,"draw","good","good","bad","bad",4,3,3,"good","bad","bad","bad",4,4,2
5439,4769,0,1,"away","very bad","very bad","bad","bad",4,5,1,"good","good","good","bad",4,4,2
5440,4769,1,1,"draw","very bad","bad","bad","very bad",4,5,1,"good","bad","bad","bad",4,5,1
5441,4769,2,2,"draw","good","bad","good","bad",4,4,2,"good","bad","bad","good",4,4,2
5442,4769,2,1,"home","very good","very good","very good","very good",4,3,3,"bad","good","bad","bad",4,4,2
5443,4769,3,1,"home","very good","very good","very good","very good",4,3,3,"very good","very good","good","good",4,3,3
5444,4769,3,2,"home","bad","bad","very bad","good",4,4,2,"very bad","good","bad","very bad",4,4,2
5445,4769,1,1,"draw","good","bad","good","good",4,3,3,"good","very good","good","very good",4,5,1
5446,4769,2,2,"draw","bad","good","very good","very good",4,4,2,"good","bad","good","very bad",4,3,3
5448,4769,0,2,"away","good","good","good","very good",4,5,1,"very good","very good","very good","very good",4,3,3
5449,4769,0,0,"draw","bad","good","very bad","good",4,5,1,"very bad","bad","very bad","bad",4,4,2
5450,4769,2,0,"home","very good","very good","very good","very good",4,4,2,"bad","very bad","bad","bad",4,5,1
5451,4769,2,0,"home","very bad","very bad","bad","good",4,5,1,"very bad","very bad","very bad","very bad",4,3,3
5452,4769,1,0,"home","very bad","bad","bad","bad",4,5,1,"very good","very good","good","bad",4,4,2
5453,4769,3,2,"home","very good","very good","good","good",4,3,3,"very good","very good","very good","good",4,3,3
5454,4769,2,1,"home","good","bad","good","good",4,5,1,"bad","bad","good","bad",4,3,3
5455,4769,2,1,"home","bad","bad","bad","bad",4,3,3,"good","bad","bad","bad",4,4,2
5456,4769,2,2,"draw","very good","very good","good","good",4,3,3,"good","good","bad","bad",4,3,3
5457,4769,0,1,"away","good","good","good","good",4,4,2,"good","good","good","very good",4,5,1
5458,4769,2,2,"draw","good","good","bad","bad",4,5,1,"very good","good","very good","very good",4,3,3
5459,4769,1,0,"home","very bad","very bad","very bad","very bad",4,4,2,"very good","very good","good","good",4,3,3
5460,4769,4,3,"home","very bad","bad","very bad","bad",4,4,2,"very good","very good","very good","very good",4,4,2
5461,4769,2,1,"home","good","bad","bad","bad",4,4,2,"very good","good","good","very good",4,3,3
5462,4769,2,0,"home","very good","very good","very good","very good",4,3,3,"very bad","very bad","very bad","bad",4,4,2
5463,4769,2,0,"home","very bad","very good","very good","very good",4,3,3,"very bad","very bad","very bad","bad",4,4,2
5464,4769,1,1,"draw","bad","bad","good","bad",4,3,3,"good","bad","very bad","bad",4,5,1
5465,4769,1,1,"draw","good","bad","bad","good",4,3,3,"good","good","bad","bad",4,4,2
5467,4769,1,2,"away","bad","bad","bad","bad",4,5,1,"bad","good","bad","bad",4,4,2
5468,4769,0,0,"draw","good","good","good","very good",4,5,1,"good","bad","good","good",4,5,1
2228,1729,0,2,"away","very good","very good","very good","very good",4,4,2,"very good","very good","very good","very good",4,4,2
19980,19694,1,0,"home","bad","very bad","very bad","very bad",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
19982,19694,1,2,"away","very bad","very bad","very bad","very bad",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
19998,19694,1,0,"home","very bad","very bad","very bad","very bad",4,4,2,"bad","bad","very bad","very bad",4,4,2
2239,1729,1,2,"away","good","very good","good","good",4,5,1,"very good","very good","very good","very good",4,4,2
2240,1729,1,3,"away","very good","bad","good","good",4,4,2,"bad","bad","bad","good",4,5,1
2245,1729,1,1,"draw","good","good","bad","bad",4,4,2,"good","good","good","good",4,4,2
2246,1729,4,0,"home","good","very good","good","very good",4,4,2,"very good","bad","good","good",4,4,2
2249,1729,1,2,"away","very good","good","good","bad",4,4,2,"very good","very good","very good","very good",4,4,2
20035,19694,4,1,"home","very bad","very bad","very bad","very bad",4,4,2,"very good","bad","good","very good",4,4,2
20037,19694,1,1,"draw","very bad","bad","very bad","good",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
20038,19694,3,0,"home","very bad","very bad","bad","bad",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
20039,19694,0,1,"away","bad","bad","very bad","bad",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
20040,19694,0,0,"draw","very bad","very bad","very bad","very bad",4,4,2,"bad","very bad","very bad","very bad",4,4,2
20041,19694,1,0,"home","very good","very good","good","very good",4,4,2,"very good","bad","very good","good",4,4,2
20042,19694,1,2,"away","very bad","very bad","very bad","very bad",4,4,2,"bad","very bad","very bad","very bad",4,4,2
20043,19694,3,1,"home","very good","bad","good","very good",4,4,2,"very bad","bad","very bad","very bad",3,5,2
20044,19694,1,1,"draw","bad","very bad","very bad","very bad",4,3,3,"bad","bad","very bad","very bad",4,3,3
20046,19694,0,2,"away","very bad","very bad","very bad","very bad",4,4,2,"very good","bad","good","very good",4,4,2
20047,19694,1,0,"home","very bad","bad","bad","bad",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
20048,19694,2,2,"draw","bad","very bad","very bad","very bad",3,5,2,"very bad","very bad","very bad","very bad",4,5,1
20049,19694,2,1,"home","very bad","very bad","bad","very bad",4,4,2,"very bad","very bad","very bad","good",4,4,2
20053,19694,2,2,"draw","bad","bad","very bad","bad",4,4,2,"very bad","very bad","bad","very bad",4,4,2
20060,19694,2,4,"away","very bad","bad","very bad","good",4,4,2,"very bad","bad","very bad","very bad",4,4,2
20061,19694,1,2,"away","very bad","very bad","very bad","very bad",4,4,2,"bad","very bad","very bad","very bad",4,4,2
20063,19694,3,1,"home","very good","bad","good","good",4,4,2,"bad","very bad","bad","very bad",4,4,2
20064,19694,1,1,"draw","very bad","very bad","very bad","very bad",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
20065,19694,4,0,"home","very bad","very bad","very bad","very bad",4,4,2,"bad","very bad","bad","very good",4,4,2
20066,19694,1,0,"home","bad","very bad","very bad","very bad",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
20067,19694,1,4,"away","very bad","very bad","bad","very bad",4,4,2,"very good","bad","good","very good",4,4,2
20068,19694,3,1,"home","very good","very bad","very good","bad",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
20069,19694,1,3,"away","very bad","very bad","very bad","very bad",4,4,2,"very bad","bad","bad","good",4,4,2
20070,19694,3,0,"home","very bad","very bad","very bad","very bad",4,4,2,"bad","bad","very bad","very bad",4,4,2
20071,19694,2,1,"home","bad","bad","very bad","bad",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
20072,19694,1,0,"home","very good","bad","good","very good",4,4,2,"bad","very bad","very bad","very bad",3,4,3
20073,19694,0,1,"away","very bad","very bad","very bad","very bad",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
20074,19694,1,1,"draw","very bad","bad","very bad","very bad",3,5,2,"very bad","very bad","bad","very bad",4,4,2
20076,19694,2,0,"home","very bad","very bad","very bad","very bad",4,4,2,"bad","bad","very bad","very bad",4,4,2
20078,19694,2,1,"home","bad","very bad","good","very good",4,4,2,"very bad","very bad","very bad","bad",4,4,2
20079,19694,1,3,"away","bad","bad","very bad","very bad",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
20082,19694,1,0,"home","very bad","bad","bad","very bad",4,4,2,"very bad","very bad","very bad","very bad",4,4,2
2309,1729,0,0,"draw","good","very good","very good","very good",4,4,2,"very good","very good","very good","good",4,4,2
2310,1729,2,1,"home","very good","very good","very good","very good",4,4,2,"very good","very good","very good","very good",4,5,1
2311,1729,1,3,"away","good","good","bad","bad",4,4,2,"very good","very good","very good","very good",4,5,1
2312,1729,3,0,"home","good","very good","very good","very good",4,4,2,"very good","good","good","good",4,4,2
2313,1729,2,1,"home","very good","very good","very good","very good",4,4,2,"good","good","good","good",4,5,1
2314,1729,0,2,"away","very bad","bad","bad","good",4,5,1,"very good","very good","very good","very good",4,4,2
2315,1729,2,4,"away","bad","very good","very good","very good",4,3,3,"very good","very good","very good","very good",4,5,1
2316,1729,1,0,"home","very good","very good","very good","very good",4,4,2,"good","very good","good","very good",4,5,1
2317,1729,1,2,"away","good","good","good","good",4,4,2,"very good","bad","bad","good",4,5,1
2318,1729,1,0,"home","very good","bad","good","good",4,4,2,"bad","bad","bad","good",4,5,1
2319,1729,1,0,"home","good","very good","good","good",4,5,1,"very good","very good","very good","very good",4,5,1
2320,1729,1,2,"away","very good","good","good","good",4,4,2,"very good","bad","good","good",4,4,2
2321,1729,0,1,"away","good","very good","very good","very good",4,4,2,"very good","very good","very good","very good",4,4,2
2322,1729,0,5,"away","very good","bad","good","good",4,5,1,"very good","very good","very good","very good",4,3,3
2323,1729,5,1,"home","very good","very good","very good","good",4,4,2,"good","bad","bad","bad",4,5,1
2324,1729,2,1,"home","very bad","bad","very good","good",4,5,1,"very good","very good","very good","very good",4,4,2
2325,1729,1,1,"draw","very good","very good","very good","very good",4,4,2,"good","very good","good","very good",4,5,1
2326,1729,3,1,"home","very good","very good","very good","very good",4,5,1,"good","good","bad","good",4,4,2
2327,1729,0,1,"away","bad","bad","bad","good",4,5,1,"very good","very good","very good","very good",4,5,1
2328,1729,0,1,"away","very good","very good","very good","very good",4,4,2,"good","good","good","bad",4,4,2
2339,1729,3,1,"home","very good","very good","very good","very good",4,4,2,"good","very good","good","good",4,5,1
2340,1729,1,1,"draw","good","very good","good","very good",4,4,2,"very good","very good","very good","very good",4,5,1
2341,1729,0,0,"draw","good","good","good","good",4,4,2,"very good","very good","very good","very good",4,4,2
2342,1729,3,0,"home","very good","very good","very good","very good",4,4,2,"very good","very good","very good","good",4,4,2
2343,1729,4,1,"home","very good","very good","very good","very good",4,5,1,"bad","bad","good","good",4,5,1
2344,1729,1,2,"away","good","very bad","good","good",4,4,2,"very good","very good","very good","very good",4,4,2
2345,1729,2,2,"draw","very good","very good","very good","very good",4,4,2,"very good","very good","very good","very good",4,5,1
2346,1729,4,0,"home","very good","bad","good","good",4,4,2,"good","very good","good","very good",4,5,1
2347,1729,1,2,"away","good","good","good","good",4,4,2,"bad","bad","bad","good",4,5,1
2348,1729,4,1,"home","good","very good","very good","very good",4,3,3,"very good","bad","good","good",4,5,1
2349,1729,1,0,"home","good","very good","good","good",4,5,1,"good","bad","good","good",4,4,2
2350,1729,3,1,"home","good","very good","good","very good",4,4,2,"very good","very good","very good","very good",4,4,2
2351,1729,2,0,"home","very good","very good","very good","very good",4,5,1,"very good","bad","good","good",4,4,2
2352,1729,2,2,"draw","very good","very good","very good","very good",4,4,2,"bad","bad","bad","good",4,5,1
2353,1729,1,1,"draw","very bad","bad","very good","good",4,5,1,"good","very good","very good","very good",4,3,3
2354,1729,3,2,"home","very good","bad","good","good",4,5,1,"good","bad","good","good",4,4,2
2355,1729,2,0,"home","very good","very good","very good","very good",4,4,2,"very good","bad","good","good",4,4,2
2356,1729,1,2,"away","very good","very good","very good","good",4,4,2,"very good","very good","very good","very good",4,4,2
2357,1729,2,1,"home","very good","very good","very good","very good",4,5,1,"very good","very good","very good","very good",4,4,2
2358,1729,1,2,"away","good","good","good","good",4,4,2,"very good","very good","very good","very good",4,4,2
2359,1729,3,0,"home","very good","very good","very good","very good",4,4,2,"good","very good","good","very good",4,5,1
2360,1729,3,0,"home","very good","very good","very good","very good",4,4,2,"good","very good","good","good",4,5,1
2361,1729,2,0,"home","very good","good","very good","very good",4,4,2,"very good","good","good","good",4,5,1
2362,1729,0,4,"away","very good","bad","good","good",4,4,2,"very good","very good","very good","very good",4,4,2
2363,1729,0,1,"away","very good","good","very good","good",4,4,2,"good","good","good","bad",4,4,2
2364,1729,0,0,"draw","bad","bad","bad","good",4,5,1,"very good","very good","very good","very good",4,4,2
2365,1729,2,0,"home","good","bad","bad","good",4,4,2,"very good","very good","good","very good",4,4,2
2366,1729,7,1,"home","very good","very good","very good","very good",4,3,3,"very good","very good","very good","very good",4,5,1
2367,1729,0,1,"away","good","bad","good","good",4,4,2,"very bad","bad","good","good",4,5,1
2368,1729,1,1,"draw","very good","very good","very good","very good",4,4,2,"very good","very good","very good","very good",4,5,1
2369,1729,3,1,"home","good","very good","good","very good",4,4,2,"very good","very good","very good","good",4,4,2
2370,1729,2,0,"home","good","good","good","good",4,4,2,"good","bad","bad","bad",4,4,2
2371,1729,0,0,"draw","bad","bad","good","good",4,3,3,"good","bad","good","good",4,4,2
2372,1729,1,2,"away","very good","very good","very good","very good",4,5,1,"very good","very good","very good","very good",4,5,1
2373,1729,2,1,"home","very good","very good","very good","good",4,4,2,"good","very good","good","bad",4,5,1
2374,1729,2,2,"draw","very good","very good","very good","very good",4,4,2,"very good","good","good","good",4,4,2
2376,1729,0,1,"away","very good","bad","good","good",4,4,2,"very good","very good","very good","very good",4,4,2
2377,1729,1,1,"draw","very good","very good","very good","very good",4,4,2,"very good","very good","very good","very good",4,4,2
2378,1729,1,0,"home","very good","very good","very good","very good",4,3,3,"bad","bad","bad","good",4,5,1
2379,1729,1,0,"home","very good","good","good","good",4,4,2,"good","very good","good","very good",4,4,2
2380,1729,0,0,"draw","bad","bad","bad","bad",4,4,2,"good","good","good","bad",4,4,2
2381,1729,0,0,"draw","good","good","good","good",4,3,3,"bad","bad","good","bad",4,3,3
2382,1729,2,1,"home","very good","very good","very good","very good",4,4,2,"very good","very good","very good","very good",4,3,3
2383,1729,5,1,"home","very good","very good","very good","very good",4,4,2,"bad","very good","very good","very good",4,4,2
2384,1729,0,0,"draw","very good","very good","very good","very good",4,5,1,"very good","very good","very good","good",4,4,2
2385,1729,1,4,"away","good","bad","bad","good",4,4,2,"good","bad","bad","very good",4,5,1
2386,1729,1,0,"home","very good","very good","very good","very good",4,3,3,"very good","bad","good","good",4,4,2
2387,1729,0,0,"draw","good","bad","good","good",4,5,1,"very good","very good","very good","very good",4,4,2
2388,1729,2,2,"draw","very good","very good","very good","very good",4,4,2,"very good","very good","very good","very good",4,4,2
2389,1729,3,2,"home","good","good","good","good",4,3,3,"good","very good","good","very good",4,3,3
2390,1729,2,1,"home","very good","very good","very good","very good",4,4,2,"very good","very good","very good","very good",4,3,3
2391,1729,2,1,"home","good","very good","good","very good",4,4,2,"good","bad","bad","good",4,4,2
2392,1729,1,2,"away","good","good","good","good",4,4,2,"very good","bad","good","good",4,4,2
2393,1729,1,2,"away","very good","bad","good","good",4,4,2,"very good","very good","very good","very good",4,4,2
2394,1729,3,0,"home","very good","very good","very good","very good",4,4,2,"very good","good","good","good",4,4,2
2395,1729,0,0,"draw","very good","very good","very good","good",4,4,2,"bad","bad","bad","good",4,5,1
2396,1729,2,3,"away","good","bad","good","good",4,5,1,"very good","very good","very good","very good",4,4,2
2397,1729,0,0,"draw","very good","very good","very good","very good",4,4,2,"very bad","bad","bad","good",4,5,1
2398,1729,0,1,"away","very good","very good","very good","very good",4,4,2,"very good","very good","very good","very good",4,5,1
2399,1729,2,1,"home","very good","very good","very good","very good",4,4,2,"very good","very good","good","good",4,4,2
2400,1729,0,1,"away","very bad","very bad","good","bad",4,4,2,"good","very good","good","very good",4,4,2
2401,1729,1,1,"draw","bad","bad","bad","good",4,5,1,"good","bad","good","good",4,4,2
2402,1729,3,2,"home","very good","good","good","good",4,4,2,"good","very good","good","good",4,5,1
2403,1729,3,1,"home","very good","very good","very good","very good",4,5,1,"very good","very good","very good","very good",4,4,2
2404,1729,7,0,"home","very good","very good","very good","very good",4,3,3,"good","good","good","good",4,4,2
2405,1729,0,4,"away","good","bad","bad","good",4,3,3,"very good","very good","very good","very good",4,5,1
2406,1729,2,2,"draw","very good","bad","good","good",4,4,2,"very good","bad","good","bad",4,4,2
2407,1729,1,0,"home","very good","very good","very good","very good",4,4,2,"very good","good","very good","very good",4,4,2
2408,1729,0,0,"draw","good","very good","very good","very good",4,5,1,"very good","very good","very good","very good",4,5,1
2409,1729,2,2,"draw","good","good","good","very good",4,5,1,"very bad","very bad","very bad","bad",4,4,2
2410,1729,1,0,"home","very good","very good","very good","very good",4,4,2,"very good","bad","good","good",4,4,2
2411,1729,0,1,"away","good","very good","good","very good",4,4,2,"very good","very good","very good","very good",4,4,2
2412,1729,0,0,"draw","good","good","good","bad",4,4,2,"very good","very good","very good","very good",4,4,2
2413,1729,3,1,"home","very good","bad","good","bad",4,4,2,"bad","bad","bad","good",4,5,1
2414,1729,3,1,"home","good","very good","very good","very good",4,4,2,"very good","very good","very good","very good",4,4,2
2415,1729,2,1,"home","very good","bad","very good","very good",4,4,2,"good","good","bad","good",4,3,3
2416,1729,2,1,"home","good","very good","good","good",4,5,1,"good","very good","very good","very good",4,5,1
2417,1729,3,2,"home","very good","very good","good","very good",4,4,2,"very good","good","good","good",4,4,2
2418,1729,0,2,"away","very good","very good","very good","very good",4,5,1,"very good","very good","very good","very good",4,3,3
2419,1729,2,1,"home","bad","bad","bad","good",4,4,2,"good","very good","good","very good",4,4,2
2420,1729,1,0,"home","very good","very good","very good","very good",4,4,2,"bad","good","good","good",4,4,2
2421,1729,8,0,"home","very good","very good","very good","very good",4,3,3,"very bad","good","good","very good",4,5,1
2422,1729,4,2,"home","good","good","bad","good",4,4,2,"bad","very good","very good","very good",4,4,2
2423,1729,2,1,"home","very good","bad","good","good",4,4,2,"very good","good","very good","very good",4,4,2
2424,1729,0,1,"away","very good","very good","very good","very good",4,4,2,"good","good","bad","good",4,5,1
2425,1729,4,0,"home","good","very good","very good","very good",4,5,1,"very good","very good","good","good",4,4,2
2426,1729,4,0,"home","very good","very good","very good","very good",4,4,2,"good","good","good","bad",4,4,2
2428,1729,0,0,"draw","very bad","very bad","very bad","bad",4,4,2,"very good","very good","very good","very good",4,5,1
13733,13274,1,2,"away","very bad","very bad","very bad","very bad",4,4,2,"very bad","bad","bad","very bad",4,4,2
13734,13274,5,1,"home","good","good","very good","very good",4,4,2,"very bad","very bad","very bad","bad",4,4,2
